step,epoch,l1_loss,kld_loss,total_loss,ph_active_frac,ph_gate,lr,vram_gb,step_s
201,0,0.5035,0.1759,2.2621,0,-,4.02e-05,6.43,0.0746
202,0,0.4739,0.1651,2.1247,0,-,4.0400000000000006e-05,6.43,0.0769
203,0,0.4314,0.1578,2.0099,0,-,4.0600000000000004e-05,6.43,0.0759
204,0,0.4758,0.1703,2.1786,0,-,4.08e-05,6.43,0.0764
205,0,0.4495,0.1574,2.0233,0,-,4.1e-05,6.43,0.0759
206,0,0.4406,0.1684,2.1248,0,-,4.12e-05,6.43,0.0843
207,0,0.4629,0.1552,2.0149,0,-,4.14e-05,6.43,0.0747
208,0,0.4969,0.1632,2.1292,0,-,4.16e-05,6.43,0.0725
209,0,0.4517,0.1553,2.0043,0,-,4.18e-05,6.43,0.0781
210,0,0.4495,0.1633,2.0825,0,-,4.2e-05,6.43,0.0719
211,0,0.4128,0.1608,2.0203,0,-,4.22e-05,6.43,0.0801
212,0,0.4393,0.153,1.9692,0,-,4.24e-05,6.43,0.0729
213,0,0.4378,0.1487,1.9251,0,-,4.26e-05,6.43,0.0739
214,0,0.455,0.153,1.9847,0,-,4.2800000000000004e-05,6.43,0.075
215,0,0.5004,0.1598,2.0979,0,-,4.3e-05,6.43,0.0736
216,0,0.5162,0.1575,2.0912,0,-,4.32e-05,6.43,0.0729
217,0,0.4377,0.1568,2.0056,0,-,4.3400000000000005e-05,6.43,0.0732
218,0,0.4737,0.1617,2.0908,0,-,4.36e-05,6.43,0.0734
219,0,0.468,0.1571,2.039,0,-,4.38e-05,6.43,0.0787
220,0,0.3809,0.1591,1.9724,0,-,4.4000000000000006e-05,6.43,0.0724
221,0,0.422,0.1561,1.9831,0,-,4.4200000000000004e-05,6.43,0.078
222,0,0.3974,0.1568,1.9655,0,-,4.44e-05,6.43,0.0721
223,0,0.468,0.1562,2.0305,0,-,4.46e-05,6.42,0.0793
224,0,0.4543,0.1506,1.9608,0,-,4.4800000000000005e-05,6.43,0.0732
225,0,0.4397,0.1477,1.9165,0,-,4.5e-05,6.43,0.0749
226,0,0.4289,0.151,1.9385,0,-,4.52e-05,6.43,0.077
227,0,0.4636,0.15,1.9635,0,-,4.5400000000000006e-05,6.43,0.0779
228,0,0.5012,0.1527,2.0279,0,-,4.5600000000000004e-05,6.43,0.0735
229,0,0.4551,0.1522,1.9768,0,-,4.58e-05,6.43,0.0787
230,0,0.4489,0.15,1.9484,0,-,4.600000000000001e-05,6.43,0.0753
231,0,0.44,0.1496,1.9356,0,-,4.6200000000000005e-05,6.43,0.0747
232,0,0.4105,0.1498,1.9083,0,-,4.64e-05,6.43,0.0721
233,0,0.4649,0.1452,1.9173,0,-,4.660000000000001e-05,6.43,0.0798
234,0,0.4692,0.1444,1.9136,0,-,4.6800000000000006e-05,6.43,0.083
235,0,0.3986,0.1461,1.8598,0,-,4.7e-05,6.43,0.0838
