epoch_global_step,stage,logging_epoch,flow_matching_loss,l1_loss,ph_loss,total_loss,vram_gb
199,stage1,0,0.6588717328011989,0.6401607501506805,2.3437156397104264,0.7057460440695286,9.47481
399,stage1,1,0.40818321987986567,0.524351535141468,1.316263957321644,0.43450849652290346,9.4755
599,stage1,2,0.30925853095948697,0.4520758706331253,0.9638618099689483,0.3285357666015625,9.4755
799,stage1,3,0.2647350689023733,0.4133537359535694,0.8330422082543373,0.2813959139585495,9.4755
999,stage1,4,0.25195586383342744,0.39688013508915904,0.784630146920681,0.2676484663784504,9.4755
1199,stage1,5,0.23491204254329204,0.38356208100914957,0.7446448868513107,0.2498049395531416,9.4755
1399,stage1,6,0.2247082506120205,0.3756811174750328,0.7217230652272701,0.23914271101355553,9.4755
1599,stage1,7,0.2166241443902254,0.36817523688077924,0.7077292557060718,0.2307787287980318,9.4755
1849,stage2,9,0.20718874834477902,0.36003317713737487,0.6903963984549045,0.22099667631089687,50.328905000000006
2049,stage2,10,0.20019991531968118,0.35522853016853334,0.6576127900183201,0.21335217073559762,50.336670000000005
2249,stage2,11,0.19528186380863188,0.35343132153153417,0.6644132326543332,0.20857012823224066,50.33208
2449,stage2,12,0.18648546762764454,0.3448297610878944,0.6320697031915188,0.1991268614679575,50.3301
2649,stage2,13,0.1782520215958357,0.3393328654766083,0.6057516725361347,0.1903670547157526,50.32821
2849,stage2,14,0.16764583572745323,0.3315702347457409,0.5867032353579998,0.17937990032136442,50.329440000000005
3049,stage2,15,0.15895413987338544,0.3244181090593338,0.5569479830563069,0.1700930990278721,50.327135
3249,stage2,16,0.1520627722516656,0.31931751757860183,0.5427097092568874,0.1629169661924243,50.327775
3449,stage2,17,0.14666790682822467,0.31324366480112076,0.5329724821448326,0.1573273564502597,50.328855000000004
3649,stage2,18,0.1365932422503829,0.3050216336548328,0.5135281930863858,0.14686380580067634,50.32935500000001
3849,stage2,19,0.12704503402113915,0.29778061792254445,0.4788312105834484,0.13662165816873312,50.32935500000001
