epoch_global_step,stage,logging_epoch,flow_matching_loss,l1_loss,ph_loss,total_loss,vram_gb
199,stage1,0,0.7526916310191154,0.7338323447108269,3.689313920736313,0.8264779075980186,9.246855
399,stage1,1,0.577580029219389,0.6191645312309265,1.976912631392479,0.6171182803809643,9.247
599,stage1,2,0.48752872765064237,0.5633088651299477,1.6157872068881989,0.5198444706201554,9.247
799,stage1,3,0.45611101493239403,0.5423427191376686,1.5224687790870666,0.4865603904426098,9.247
999,stage1,4,0.4375788624584675,0.528825708925724,1.4461511319875717,0.466501884162426,9.247
1199,stage1,5,0.4187269552052021,0.5183052168786526,1.3703039291501045,0.4461330333352089,9.247
1399,stage1,6,0.41096920549869537,0.5126205597817898,1.3426556870341302,0.4378223179280758,9.247
1599,stage1,7,0.4049657593667507,0.5083579204976558,1.3034127268195153,0.4310340116918087,9.247
1849,stage2,9,0.40078631237149237,0.5032331620156765,1.2737328720092773,0.42626096978783606,49.9735
2049,stage2,10,0.38927765741944315,0.49664153292775154,1.2270206838846207,0.4138180710375309,49.980265
2249,stage2,11,0.37012096747756007,0.4851972891390324,1.163667856156826,0.39339432343840597,49.97958
2449,stage2,12,0.3616083508729935,0.47804248228669166,1.1137974819540977,0.3838843008875847,49.979185
2649,stage2,13,0.34999053612351416,0.46966054052114486,1.0884815832972528,0.37176016718149185,49.97871
2849,stage2,14,0.3386158883571625,0.46354496747255325,1.032634828388691,0.35926858469843864,49.978615
3049,stage2,15,0.3249488879740238,0.4566666142642498,1.0168337669968606,0.34528556287288664,49.978325
3249,stage2,16,0.31754496425390244,0.44997080832719805,1.0038295710086822,0.33762155517935755,49.97812
3449,stage2,17,0.3071984323859215,0.4493632408976555,0.9724880740046501,0.3266481927037239,49.97867
3649,stage2,18,0.2959039632230997,0.43892443031072614,0.9462938207387924,0.3148298394680023,49.978975
3849,stage2,19,0.28907939955592155,0.4352383345365524,0.9305405670404434,0.30769021026790144,49.97859
4049,stage2,20,0.27033859699964524,0.42590487748384476,0.8863930489122868,0.28806645788252355,49.978575
4249,stage2,21,0.26373373083770274,0.4231803077459335,0.8692924121022224,0.2811195795238018,49.978045
4449,stage2,22,0.2602410414814949,0.41865663513541224,0.8705158454179763,0.2776513583213091,49.978365000000004
4649,stage2,23,0.2501023771613836,0.41403945624828337,0.8401050719618798,0.2669044782221317,49.978244999999994
4849,stage2,24,0.24171785928308964,0.40846395656466483,0.8137401035428047,0.2579926611483097,49.977985
5049,stage2,25,0.23003916658461093,0.4019391432404518,0.7951041436195374,0.24594124883413315,49.978675
5249,stage2,26,0.2233188919723034,0.39727146580815315,0.7569230079650879,0.23845735162496567,49.978955
5449,stage2,27,0.21221177943050862,0.39154782563447954,0.7290034282207489,0.2267918485403061,49.978675
5649,stage2,28,0.210053985491395,0.38877943247556684,0.7367274089157582,0.2247885335981846,49.979045
5849,stage2,29,0.2028781785070896,0.3823486755788326,0.705293155014515,0.21698404133319854,49.978715
6049,stage2,30,0.19734571754932403,0.3790097649395466,0.6954304045438766,0.2112543249130249,49.97888
6249,stage2,31,0.1855360422283411,0.3704445444047451,0.6436703872680664,0.19840944975614547,49.978715
6449,stage2,32,0.1817846728861332,0.3687404891848564,0.6529300111532211,0.19484327286481856,49.979345
6649,stage2,33,0.17855114467442035,0.36696050778031347,0.6403108179569245,0.19135736040771006,49.979455
6849,stage2,34,0.1748176334798336,0.3620998941361904,0.6203090503811837,0.1872238140553236,49.98012
7049,stage2,35,0.1722702132537961,0.36029729798436166,0.6098226253688336,0.18446666553616523,49.980235
7249,stage2,36,0.16375928960740566,0.35190405428409577,0.5791715568304062,0.1753427205234766,49.97995
7449,stage2,37,0.16085408955812455,0.35073338136076926,0.5736343704164029,0.17232677642256022,49.97998
7649,stage2,38,0.1582910880073905,0.34560640156269073,0.5559053154289723,0.16940919376909733,49.97939
7849,stage2,39,0.15667559817433357,0.3467576943337917,0.5601237693428993,0.16787807360291482,49.979205
8049,stage2,40,0.14984394058585168,0.3401711462438107,0.5311725983023643,0.16046739242970942,49.978895
8249,stage2,41,0.14552641451358794,0.3379213002324104,0.524367192685604,0.15601375818252564,49.980665
