epoch_global_step,stage,logging_epoch,flow_matching_loss,l1_loss,ph_loss,total_loss,vram_gb
199,stage1,0,0.845544517338276,0.6898329910635949,2.4748067861795424,0.8950406527519226,9.47481
399,stage1,1,0.644651445299387,0.606242997944355,1.709620670080185,0.6788438564538956,9.4755
599,stage1,2,0.5065659359097481,0.5344974003732205,1.469520852267742,0.5359563535451889,9.4755
799,stage1,3,0.43453469410538675,0.493670340180397,1.2214565655589105,0.4589638242125511,9.4755
999,stage1,4,0.4067827196419239,0.47631745755672456,1.133517713844776,0.4294530718028545,9.4755
1199,stage1,5,0.3863298001885414,0.46290895819664,1.1169799068570136,0.4086693975329399,9.4755
1399,stage1,6,0.365855909883976,0.4520131334662437,1.0554404380917548,0.3869647175073624,9.4755
1599,stage1,7,0.3560056741535664,0.44328480198979375,1.0186733138561248,0.37637914061546324,9.4755
1849,stage2,9,0.3308278439193964,0.4276434075832367,0.9883703336119651,0.35059525035321715,50.329409999999996
2049,stage2,10,0.32976897686719897,0.42544100239872934,0.9754741153120995,0.34927845880389213,50.33527
2249,stage2,11,0.3168430698662996,0.4188570702075958,0.9428314065933228,0.3356996963918209,50.333305
2449,stage2,12,0.30871382132172587,0.4127722907066345,0.9219439178705215,0.3271526993811131,50.333075
2649,stage2,13,0.2938951713591814,0.4046244318783283,0.8991332450509071,0.31187783502042293,50.330960000000005
2849,stage2,14,0.2818528077751398,0.39716001123189926,0.8694052124023437,0.2992409101128578,50.32965
3049,stage2,15,0.2745421101897955,0.39133954018354417,0.842406943142414,0.2913902485370636,50.329065
3249,stage2,16,0.2628803201019764,0.3834994474053383,0.8294198668003082,0.2794687169790268,50.32823500000001
3449,stage2,17,0.25605019837617876,0.3805919024348259,0.8105969351530075,0.2722621366381645,50.32782
3649,stage2,18,0.24639547258615493,0.3719617626070976,0.7875021862983703,0.2621455158293247,50.327785000000006
3849,stage2,19,0.22968887858092785,0.36329509764909745,0.7511415246129036,0.2447117091715336,50.32725500000001
4049,stage2,20,0.21925196789205073,0.3527596586942673,0.7187327539920807,0.2336266227066517,50.32732
4249,stage2,21,0.21507303655147553,0.35087614923715593,0.7115489186346531,0.2293040145933628,50.326675
4449,stage2,22,0.20393582068383695,0.34274669021368026,0.6739198583364486,0.21741421774029732,50.32683
4649,stage2,23,0.19752637080848218,0.33865407422184945,0.668455762565136,0.2108954858034849,50.326685
4849,stage2,24,0.191832440122962,0.3338233944773674,0.6426591703295708,0.20468562327325343,50.326615000000004
5049,stage2,25,0.18617900028824808,0.32975823268294335,0.6276432538032531,0.19873186491429806,50.327965000000006
5249,stage2,26,0.1823006471991539,0.32515190094709395,0.620502424389124,0.19471069522202014,50.32651
5449,stage2,27,0.17569799400866032,0.3196715921163559,0.6022929467260838,0.1877438524365425,50.327955
5649,stage2,28,0.16988610863685608,0.31560977414250374,0.5823184724152088,0.18153247773647307,50.326295
5849,stage2,29,0.16507136173546313,0.3103925792872906,0.565730424374342,0.17638597026467323,50.32649000000001
6049,stage2,30,0.15477823439985514,0.30180155992507934,0.5419861868023872,0.1656179577857256,50.32734500000001
6249,stage2,31,0.14914475057274104,0.29715829357504847,0.5249788515269757,0.1596443273127079,50.327605000000005
6449,stage2,32,0.1444489862024784,0.29429876551032064,0.5168243803083896,0.1547854734584689,50.326765
6649,stage2,33,0.14420805908739567,0.29226122990250586,0.5070967978239059,0.15434999480843545,50.325795
6849,stage2,34,0.13912879664450883,0.28784325525164606,0.5052992631494999,0.1492347813770175,50.325945000000004
7049,stage2,35,0.13666565265506506,0.28706784069538116,0.49432713896036146,0.1465521949157119,50.32544
7249,stage2,36,0.13437122900038959,0.2830981457233429,0.4855938930809498,0.14408310621976853,50.323280000000004
7449,stage2,37,0.1299849310144782,0.2796669700741768,0.47461353898048403,0.13947720102965833,50.324405
7649,stage2,38,0.13005679853260518,0.2788214953243732,0.4695352350175381,0.13944750282913446,50.324115
7849,stage2,39,0.12619894105941057,0.2744452756643295,0.4672299098968506,0.13554353956133128,50.324125
8049,stage2,40,0.12207899127155543,0.27041446208953857,0.4563637213408947,0.1312062656506896,50.3245
8249,stage2,41,0.11474844206124545,0.26357255451381206,0.430752262622118,0.12336348701268435,50.3245
8449,stage2,42,0.11524374879896641,0.2637067113816738,0.4306755942106247,0.1238572607189417,50.3245
8649,stage2,43,0.11151118453592063,0.2601019142568111,0.4231486193835735,0.11997415661811829,50.3245
8849,stage2,44,0.11197432313114404,0.25892418920993804,0.4135623627901077,0.12024556994438171,50.3245
9049,stage2,45,0.11007654737681151,0.25854985006153586,0.4180977971851826,0.11843850333243608,50.3245
9249,stage2,46,0.10772930331528187,0.2548490586876869,0.4097258113324642,0.11592381935566663,50.3245
9449,stage2,47,0.10505665373057127,0.2518532436341047,0.4041240654885769,0.11313913501799107,50.3245
9649,stage2,48,0.1038576702773571,0.2508179635554552,0.398211687207222,0.11182190399616956,50.3245
9849,stage2,49,0.10216252975165845,0.24903681084513665,0.3953574201464653,0.11006967801600695,50.3245
10049,stage2,50,0.10144521087408066,0.24797480449080467,0.3953466187417507,0.10935214314609766,50.3245
10249,stage2,51,0.09636695984750986,0.24101920619606973,0.37643614068627357,0.10389568265527487,50.3245
10449,stage2,52,0.09446396000683308,0.2384024105966091,0.36828311771154404,0.10182962227612734,50.3245
10649,stage2,53,0.09386819876730441,0.23893529184162618,0.3691474424302578,0.10125114757567644,50.3245
10849,stage2,54,0.09139887664467096,0.23722419194877148,0.36485460624098776,0.09869596872478724,50.3245
11049,stage2,55,0.09095691502094269,0.23649142622947694,0.36684052914381027,0.09829372551292181,50.3245
11249,stage2,56,0.09141917627304792,0.23523586086928844,0.36256885252892973,0.098670553304255,50.3245
11449,stage2,57,0.08968134187161922,0.23427029609680175,0.3597741828113794,0.09687682546675205,50.3245
11649,stage2,58,0.09003257669508458,0.23305244684219362,0.3556796228885651,0.09714616905897856,50.3245
11849,stage2,59,0.08691422436386347,0.23047786138951779,0.35461449638009074,0.09400651395320893,50.3245
12049,stage2,60,0.08735602874308825,0.22980894178152084,0.34912604361772537,0.09433854948729277,50.3245
12249,stage2,61,0.08569021977484226,0.2288484501093626,0.34837901204824445,0.09265779990702867,50.3245
12449,stage2,62,0.08147983988747001,0.22306125529110432,0.33840000405907633,0.08824783977121115,50.3245
12649,stage2,63,0.08023189630359412,0.22247309304773807,0.33538989841938016,0.08693969402462244,50.3245
12849,stage2,64,0.08063393669202924,0.2219943206012249,0.3321124203503132,0.08727618496865035,50.3245
13049,stage2,65,0.07988329965621233,0.21967363178730012,0.3328301600366831,0.08653990276157857,50.3245
13249,stage2,66,0.07897805120795966,0.22001963317394257,0.33027545124292373,0.08558356046676635,50.3245
13449,stage2,67,0.07848348766565323,0.2191566851735115,0.31998404040932654,0.08488316848874092,50.3245
13649,stage2,68,0.07673893848434091,0.21774218715727328,0.3263280924409628,0.08326550006866455,50.3245
13849,stage2,69,0.07633398983627558,0.2166656444221735,0.31771719448268415,0.08268833383917809,50.3245
14049,stage2,70,0.07712075667455792,0.21518367931246757,0.32173855528235434,0.08355552770197391,50.3245
14249,stage2,71,0.07584912715479732,0.2152228347957134,0.3234438282251358,0.08231800328940153,50.3245
14449,stage2,72,0.07361399795860052,0.2121057441830635,0.3107579258084297,0.07982915610074998,50.3245
14649,stage2,73,0.07102552505210041,0.210037140622735,0.3086260984838009,0.0771980469301343,50.3245
14849,stage2,74,0.07072579437866806,0.2097435662895441,0.3059922733902931,0.07684563964605332,50.3245
15049,stage2,75,0.0722500411234796,0.2094589862972498,0.3095073083788156,0.0784401872009039,50.3245
15249,stage2,76,0.07100549789145588,0.20803942456841468,0.30304041169583795,0.07706630619242788,50.3245
15449,stage2,77,0.0698038182221353,0.2067403945326805,0.30769065022468567,0.07595763098448514,50.3245
15649,stage2,78,0.06976691486313939,0.20571268051862718,0.30447918608784674,0.0758564985729754,50.3245
15849,stage2,79,0.0691122224740684,0.20472232408821583,0.2994604065269232,0.07510143062099814,50.3245
16049,stage2,80,0.06822827555239201,0.20457370683550835,0.2990116472542286,0.07420850809663534,50.3245
16249,stage2,81,0.06782574653625488,0.20346343763172625,0.29952862702310085,0.07381631907075643,50.3245
16449,stage2,82,0.06767091570422053,0.20229301758110524,0.29297870077192784,0.07353048950433731,50.3245
16649,stage2,83,0.064723085667938,0.198340440467,0.2847666259109974,0.07041841808706523,50.3245
16849,stage2,84,0.06472831893712282,0.19946220949292182,0.2863803119957447,0.07045592527836561,50.3245
17049,stage2,85,0.06523934600874781,0.19912917993962764,0.28474996738135816,0.07093434523791074,50.3245
17249,stage2,86,0.0635229055210948,0.19720505766570567,0.2820088665932417,0.06916308261454106,50.3245
17449,stage2,87,0.0638954046741128,0.1976809787750244,0.2866805736720562,0.06962901575490832,50.3245
17649,stage2,88,0.06421957498416304,0.19725747488439083,0.28449864573776723,0.06990954767912626,50.3245
17849,stage2,89,0.06383285807445645,0.19807810679078103,0.28729234464466574,0.06957870466634632,50.3245
18049,stage2,90,0.062416497208178046,0.1951058329641819,0.2813564883172512,0.06804362677037716,50.3245
18249,stage2,91,0.06189987985417247,0.19537704043090343,0.28489958941936494,0.06759787149727345,50.3245
18449,stage2,92,0.06149441944435239,0.19438239134848118,0.2769990500807762,0.06703440060839057,50.3245
18649,stage2,93,0.06061976542696357,0.19271957024931907,0.27689029157161715,0.06615757131949067,50.3245
18849,stage2,94,0.05853845994919538,0.18946960784494876,0.26873972415924074,0.06391325438395143,50.3245
19049,stage2,95,0.058830338697880506,0.18998865500092507,0.2714557360857725,0.06425945337861777,50.3245
19249,stage2,96,0.059418915528804066,0.18949675783514977,0.2666952660679817,0.06475282050669193,50.3245
19449,stage2,97,0.05849564082920551,0.19028315238654614,0.26731958471238615,0.06384203251451254,50.3245
19649,stage2,98,0.05821322083473206,0.18818491593003273,0.2660893979668617,0.06353500870987773,50.3245
19849,stage2,99,0.05828467281535268,0.18912692740559578,0.26956879422068597,0.06367604851722718,50.3245
20049,stage2,100,0.058389334753155706,0.18841990374028683,0.2698703782260418,0.06378674218431116,50.3245
